Make,Car_Name,CC_Capacity,Horsepower,Top_Speed_kmh,Acceleration_0_100_sec,Price_USD,Seats,Torque_Nm,Engine_Layout,Fuel_Type_Cleaned
TOYOTA,Proace Verso Electric,,136.0,130.0,13.5,55000.0,7,280.0,Electric Motor,Electric
TOYOTA,Century Suv,3456.0,406.0,200.0,6.0,170000.0,5,500.0,Hybrid (ICE+Electric),Petrol
TOYOTA,Corolla Sedan Hybrid,1798.0,134.0,180.0,10.0,24000.0,5,300.0,Hybrid (ICE+Electric),Hybrid
TOYOTA,Bz3,,241.0,160.0,7.5,35000.0,5,340.0,Electric Motor,Electric
TOYOTA,Gr Yaris,1618.0,268.0,230.0,5.5,45000.0,4,390.0,Inline,Petrol
HYUNDAI,Santa Fe,1600.0,253.0,180.0,9.3,50000.0,7,420.0,Hybrid (ICE+Electric),Hybrid
HYUNDAI,Ioniq 5,,225.0,185.0,7.4,41000.0,5,350.0,Electric Motor,Electric
HYUNDAI,Santa Cruz,2500.0,281.0,215.0,6.5,40799.0,5,400.0,Inline,Petrol
HYUNDAI,Kona,1591.0,147.0,185.0,10.5,20500.0,5,400.0,Inline,Petrol
HYUNDAI,Elantra,2000.0,147.0,210.0,8.3,19950.0,5,250.0,Inline,Hybrid
NISSAN,Urvan,,2488.0,140.0,14.0,28000.0,15,356.0,Inline,Diesel
HYUNDAI,Ioniq 6,,320.0,185.0,5.2,41450.0,5,350.0,Electric Motor,Electric
HYUNDAI,Tucson,2500.0,187.0,180.0,6.1,30500.0,5,400.0,Inline,Hybrid
HYUNDAI,Palisade,3800.0,291.0,240.0,6.3,52000.0,7,355.0,V-type,Petrol
HYUNDAI,Sonata,2500.0,191.0,240.0,8.0,25000.0,5,250.0,Inline,Hybrid
HYUNDAI,Accent,1600.0,120.0,180.0,9.8,15000.0,5,151.0,Inline,Petrol
HYUNDAI,Venue,1600.0,121.0,180.0,9.5,18000.0,5,240.0,Inline,Petrol
HYUNDAI,Kona Electric,,200.0,200.0,6.1,40000.0,5,395.0,Electric Motor,Electric
HYUNDAI,Veloster,2000.0,275.0,220.0,6.0,25000.0,4,264.0,Inline,Petrol
HYUNDAI,Nexo,,161.0,180.0,7.8,38000.0,5,400.0,Electric Motor,Hydrogen/CNG
HYUNDAI,Ioniq,1600.0,139.0,160.0,8.5,18000.0,5,295.0,Inline,Hybrid
HYUNDAI,Genesis,3800.0,291.0,240.0,6.3,52000.0,5,400.0,V-type,Petrol
HYUNDAI,Azera,3300.0,278.0,240.0,6.5,55000.0,5,250.0,V-type,Petrol
HYUNDAI,Equus,3300.0,278.0,240.0,6.5,55000.0,5,400.0,V-type,Petrol
HYUNDAI,Tiburon,2000.0,160.0,200.0,8.2,19000.0,4,320.0,Inline,Petrol
HYUNDAI,Elantra Gt,2000.0,160.0,200.0,8.3,22000.0,5,320.0,Inline,Petrol
VOLKSWAGEN,Golf,1498.0,215.0,210.0,8.5,23000.0,5,250.0,Electric Motor,Petrol
VOLKSWAGEN,Passat,1984.0,215.0,210.0,7.8,25000.0,5,250.0,Inline,Petrol
VOLKSWAGEN,Tiguan,1984.0,190.0,209.0,8.5,28505.0,7,300.0,Inline,Hybrid
VOLKSWAGEN,Jetta,1498.0,189.0,210.0,7.7,21995.0,5,250.0,Inline,Petrol
VOLKSWAGEN,Polo,999.0,140.0,190.0,9.5,18000.0,5,175.0,Inline,Petrol
VOLKSWAGEN,Arteon,1984.0,215.0,250.0,5.6,46000.0,5,350.0,Inline,Petrol
VOLKSWAGEN,Id.4,,251.5,160.0,7.8,39735.0,5,310.0,Electric Motor,Electric
VOLKSWAGEN,Up!,,82.0,160.0,13.0,15000.0,4,95.0,Electric Motor,Petrol
VOLKSWAGEN,Touareg,2967.0,365.5,235.0,5.9,55000.0,5,600.0,V-type,Mixed Fuel
VOLKSWAGEN,Scirocco,1984.0,202.5,233.0,6.0,35000.0,4,350.0,Inline,Petrol
VOLKSWAGEN,Beetle,1984.0,157.5,205.0,7.0,20000.0,4,240.0,Inline,Petrol
VOLKSWAGEN,Amarok,2967.0,210.5,180.0,7.9,40000.0,5,550.0,V-type,Diesel
VOLKSWAGEN,T-Roc,1984.0,207.5,205.0,7.2,30000.0,5,320.0,Inline,Petrol
VOLKSWAGEN,Sharan,1984.0,185.0,200.0,9.3,33000.0,7,280.0,Inline,Mixed Fuel
VOLKSWAGEN,Caddy,1498.0,126.0,185.0,10.5,28000.0,7,250.0,Inline,Mixed Fuel
NISSAN,Nv1500,3954.0,261.0,160.0,9.5,33000.0,12,385.0,V-type,Petrol
VOLKSWAGEN,Taigo,1498.0,122.5,183.0,10.0,24000.0,5,200.0,Inline,Petrol
VOLKSWAGEN,California,1984.0,177.0,180.0,13.0,70000.0,7,340.0,Inline,Diesel
VOLKSWAGEN,Id.3,,204.0,160.0,7.3,35000.0,5,310.0,Electric Motor,Electric
VOLKSWAGEN,Id. Buzz,,204.0,145.0,10.2,59995.0,7,310.0,Electric Motor,Electric
VOLKSWAGEN,Golf Gti,1984.0,245.0,250.0,5.9,31965.0,5,350.0,Inline,Petrol
VOLKSWAGEN,Golf R,1984.0,315.0,250.0,4.6,44640.0,5,420.0,Inline,Petrol
VOLKSWAGEN,Passat Alltrack,1968.0,215.0,220.0,7.8,36000.0,5,400.0,Inline,Diesel
VOLKSWAGEN,Polo Gti,1984.0,204.0,238.0,6.7,28000.0,5,320.0,Inline,Petrol
VOLKSWAGEN,Up! Gti,999.0,115.0,196.0,8.8,20000.0,4,200.0,Inline,Petrol
VOLKSWAGEN,T-Cross,999.0,122.5,200.0,10.2,25000.0,5,250.0,Inline,Petrol
VOLKSWAGEN,Id.5,,236.5,180.0,8.4,45000.0,5,310.0,Electric Motor,Electric
VOLKSWAGEN,Id. Buzz Cargo,,204.0,145.0,10.2,55000.0,3,310.0,Electric Motor,Electric
VOLKSWAGEN,Touareg R,2995.0,462.0,250.0,5.1,70000.0,5,700.0,Hybrid (ICE+Electric),Hybrid
VOLKSWAGEN,Multivan,1395.0,184.0,190.0,9.4,50000.0,7,350.0,Hybrid (ICE+Electric),Hybrid
VOLKSWAGEN,Polo Bluemotion,1199.0,85.0,190.0,10.5,22000.0,5,250.0,Inline,Diesel
VOLKSWAGEN,Golf Sportsvan,1498.0,140.0,210.0,8.9,30000.0,5,250.0,Inline,Petrol
VOLKSWAGEN,Golf Alltrack,1968.0,173.5,210.0,7.1,35000.0,5,350.0,Inline,Petrol
VOLKSWAGEN,Scirocco R,1984.0,280.0,250.0,5.5,40000.0,4,350.0,Inline,Petrol
VOLKSWAGEN,Tiguan Allspace,1984.0,207.0,215.0,7.6,35000.0,7,320.0,Inline,Petrol
VOLKSWAGEN,Arteon 4Motion,1984.0,255.0,250.0,5.6,48000.0,5,350.0,Inline,Petrol
VOLKSWAGEN,Id.4 Gtx,,299.0,180.0,6.2,50000.0,5,460.0,Electric Motor,Electric
VOLKSWAGEN,Id.3 Pro,,204.0,160.0,7.3,35000.0,5,310.0,Electric Motor,Electric
VOLKSWAGEN,Golf Variant,1498.0,140.0,220.0,7.5,32000.0,5,320.0,Inline,Petrol
VOLKSWAGEN,Crafter,1968.0,139.5,160.0,13.0,40000.0,3,410.0,Inline,Diesel
VOLKSWAGEN,Lupo,1390.0,67.5,170.0,14.3,15000.0,4,120.0,Inline,Petrol
VOLKSWAGEN,Corrado,2861.0,190.0,235.0,6.4,25000.0,4,245.0,V-type,Petrol
VOLKSWAGEN,Phaeton,2967.0,345.0,250.0,6.1,85000.0,5,560.0,V-type,Petrol
VOLKSWAGEN,Golf Cabriolet,1197.0,157.5,217.0,8.4,30000.0,4,200.0,Inline,Petrol
VOLKSWAGEN,Santana,1498.0,110.0,190.0,12.9,15000.0,5,145.0,Inline,Petrol
VOLKSWAGEN,Polo Vivo,1390.0,95.0,170.0,10.8,14000.0,5,132.0,Inline,Petrol
VOLKSWAGEN,Karmann Ghia,1192.0,47.0,138.0,23.0,25000.0,2,106.0,Inline,Petrol
VOLKSWAGEN,Fox,1198.0,65.0,148.0,17.5,12000.0,5,93.0,Inline,Petrol
VOLKSWAGEN,Vento,1598.0,107.5,186.0,11.7,18000.0,5,153.0,Inline,Petrol
VOLKSWAGEN,Golf Electric,,136.0,140.0,10.4,33000.0,5,290.0,Electric Motor,Electric
VOLKSWAGEN,Bora,1598.0,125.0,200.0,9.4,20000.0,5,220.0,Inline,Petrol
VOLKSWAGEN,Teramont,1984.0,255.5,190.0,8.6,32000.0,7,350.0,V-type,Petrol
VOLKSWAGEN,Taos,1498.0,158.0,193.0,8.4,24000.0,5,250.0,Inline,Petrol
VOLKSWAGEN,Up! Cabriolet,999.0,98.5,160.0,12.4,18000.0,4,95.0,Inline,Petrol
VOLKSWAGEN,T-Roc Cabriolet,999.0,132.5,205.0,9.6,35000.0,4,250.0,Inline,Petrol
VOLKSWAGEN,Passat Cc,1984.0,240.0,240.0,7.3,40000.0,5,280.0,Inline,Petrol
VOLKSWAGEN,Transporter,1968.0,153.0,180.0,12.2,35000.0,9,340.0,Inline,Diesel
VOLKSWAGEN,Amarok V6,2967.0,231.0,191.0,7.9,45000.0,5,580.0,V-type,Diesel
VOLKSWAGEN,Id.2,,170.0,160.0,8.0,25000.0,5,220.0,Electric Motor,Electric
VOLKSWAGEN,Polo Tdi,1390.0,90.0,190.0,9.9,20000.0,5,250.0,Inline,Diesel
VOLKSWAGEN,Golf Gte,1395.0,204.0,222.0,7.6,40000.0,5,350.0,Hybrid (ICE+Electric),Hybrid
VOLKSWAGEN,Touareg V8,3956.0,421.0,250.0,4.9,70000.0,5,770.0,V-type,Petrol
VOLKSWAGEN,Beetle Dune,1395.0,150.0,200.0,7.5,30000.0,4,250.0,Inline,Petrol
VOLKSWAGEN,Passat B8,1498.0,215.0,210.0,8.7,28000.0,5,250.0,Inline,Petrol
VOLKSWAGEN,Id.4 Pro S,,201.0,180.0,7.8,45000.0,5,310.0,Electric Motor,Electric
VOLKSWAGEN,Golf Country,1781.0,98.0,165.0,12.0,25000.0,5,170.0,Inline,Petrol
VOLKSWAGEN,Jetta Gli,1984.0,228.0,250.0,6.5,31000.0,5,350.0,Inline,Petrol
VOLKSWAGEN,Arteon Shooting Brake,1984.0,235.0,250.0,5.6,50000.0,5,420.0,Inline,Petrol
VOLKSWAGEN,T-Cross R-Line,999.0,132.5,200.0,8.5,27000.0,5,250.0,Inline,Petrol
VOLKSWAGEN,Golf R32,3189.0,240.0,250.0,6.2,40000.0,5,320.0,V-type,Petrol
VOLKSWAGEN,Passat B7,1598.0,180.0,220.0,8.5,26000.0,5,280.0,Inline,Petrol
VOLKSWAGEN,Scirocco 16V,1781.0,137.0,220.0,7.1,35000.0,4,230.0,Inline,Petrol
VOLKSWAGEN,Polo Bluemotion,1199.0,85.0,190.0,10.5,20000.0,5,210.0,Inline,Diesel
VOLKSWAGEN,Golf Variant Gtd,1968.0,184.0,230.0,7.5,38000.0,5,380.0,Inline,Diesel
VOLKSWAGEN,Polo Gti R5,1598.0,272.0,200.0,4.1,45000.0,5,400.0,Inline,Petrol
VOLKSWAGEN,Id. Buzz Pro,,204.0,145.0,10.2,60000.0,7,310.0,Electric Motor,Electric
VOLKSWAGEN,Jetta Hybrid,1395.0,170.0,210.0,8.6,28000.0,5,250.0,Electric Motor,Hybrid
VOLKSWAGEN,Golf Variant Alltrack,1968.0,175.0,220.0,7.8,35000.0,5,320.0,Inline,Petrol
VOLKSWAGEN,Volkswagen Xl1,800.0,68.0,160.0,11.9,150000.0,2,140.0,Hybrid (ICE+Electric),Hybrid
VOLKSWAGEN,Golf Tdi,1968.0,167.0,220.0,8.0,28000.0,5,350.0,Inline,Diesel
VOLKSWAGEN,Passat Variant,1498.0,195.0,220.0,8.5,30000.0,5,280.0,Inline,Petrol
VOLKSWAGEN,Polo Gti Clubsport,1984.0,300.0,240.0,6.7,30000.0,5,320.0,Inline,Petrol
VOLKSWAGEN,Id.3 Gtx,,299.0,180.0,6.2,45000.0,5,310.0,Electric Motor,Electric
VOLKSWAGEN,Arteon R-Line,1984.0,235.0,250.0,5.6,50000.0,5,420.0,Inline,Petrol
VOLKSWAGEN,Golf Tgi,1498.0,130.0,220.0,8.8,30000.0,5,200.0,Inline,Petrol
VOLKSWAGEN,Scirocco Gts,1984.0,220.0,246.0,6.5,35000.0,4,350.0,Inline,Petrol
VOLKSWAGEN,Caddy Maxi,1968.0,136.0,180.0,12.0,25000.0,7,250.0,Inline,Diesel
VOLKSWAGEN,Volkswagen Lupo 3L,1199.0,61.0,165.0,14.5,20000.0,4,140.0,Inline,Diesel
VOLKSWAGEN,Polo Beats,999.0,95.0,187.0,9.5,22000.0,5,175.0,Inline,Petrol
VOLKSWAGEN,Passat Hybrid,1395.0,215.0,210.0,7.4,32000.0,5,330.0,Electric Motor,Hybrid
VOLKSWAGEN,Golf Tcr,1984.0,290.0,250.0,5.6,40000.0,5,370.0,Inline,Petrol
VOLKSWAGEN,Tiguan R-Line,1984.0,210.0,250.0,4.9,45000.0,5,420.0,Inline,Petrol
VOLKSWAGEN,Sharan Business,1968.0,167.0,200.0,8.3,35000.0,7,350.0,Inline,Diesel
VOLKSWAGEN,Id. Buzz Cargo Pro,,204.0,145.0,10.2,55000.0,2,310.0,Electric Motor,Electric
VOLKSWAGEN,Arteon 280 Tsi,1984.0,280.0,250.0,5.6,50000.0,5,350.0,Inline,Petrol
VOLKSWAGEN,Jetta Gli 35Th,1984.0,228.0,250.0,6.5,31000.0,5,350.0,Inline,Petrol
VOLKSWAGEN,Beetle Final Edition,1984.0,174.0,205.0,7.0,25000.0,4,250.0,Inline,Petrol
VOLKSWAGEN,Golf Variant Tdi,1968.0,167.0,220.0,7.8,30000.0,5,350.0,Inline,Diesel
VOLKSWAGEN,Golf 4Motion,1968.0,167.0,250.0,4.9,40000.0,5,400.0,Inline,Petrol
VOLKSWAGEN,Jetta Sportwagen,1395.0,148.5,200.0,8.5,27000.0,5,250.0,Inline,Petrol
VOLKSWAGEN,Polo Gti Plus,1984.0,207.0,237.0,6.7,30000.0,5,320.0,Inline,Petrol
VOLKSWAGEN,Touareg V6,2967.0,285.5,235.0,7.5,60000.0,5,450.0,V-type,Petrol
VOLKSWAGEN,Tiguan Ehybrid,1395.0,245.0,200.0,7.5,42000.0,5,400.0,Electric Motor,Hybrid
VOLKSWAGEN,Up! E-Up!,,83.0,130.0,11.9,23000.0,4,210.0,Electric Motor,Electric
VOLKSWAGEN,Amarok V8,3996.0,325.0,210.0,7.4,70000.0,5,580.0,V-type,Diesel
VOLKSWAGEN,Golf R Cabriolet,1984.0,265.0,250.0,5.9,45000.0,4,380.0,Inline,Petrol
VOLKSWAGEN,Passat Alltrack Tdi,1968.0,190.0,220.0,8.0,40000.0,5,400.0,Inline,Diesel
VOLKSWAGEN,Id. Buzz Cargo Ev,,204.0,145.0,10.2,55000.0,2,310.0,Electric Motor,Electric
NISSAN,Versa,1598.0,122.0,180.0,10.4,16700.0,5,154.0,Inline,Petrol
NISSAN,Micra,999.0,100.0,175.0,10.8,15500.0,5,160.0,Inline,Petrol
NISSAN,Patrol Platinum,5552.0,400.0,210.0,7.3,77000.0,7,560.0,V-type,Petrol
NISSAN,Qashqai,1332.0,156.0,195.0,8.9,26000.0,5,260.0,Inline,Petrol
NISSAN,Murano,3498.0,260.0,210.0,7.5,39000.0,5,325.0,V-type,Petrol
NISSAN,Maxima Platinum,3498.0,300.0,220.0,6.2,45000.0,5,353.0,V-type,Petrol
NISSAN,Armada,5552.0,400.0,210.0,6.5,51000.0,8,560.0,V-type,Petrol
NISSAN,Kicks,1598.0,122.0,180.0,10.7,20000.0,5,154.0,Inline,Petrol
NISSAN,X-Trail,1498.0,201.0,200.0,8.0,29000.0,5,305.0,Inline,Hybrid
NISSAN,Z (Fairlady Z),2997.0,400.0,250.0,4.5,40000.0,2,475.0,V-type,Petrol
NISSAN,Almera,999.0,100.0,185.0,10.7,14500.0,5,160.0,Inline,Petrol
NISSAN,Sylphy,1798.0,137.0,190.0,9.6,18000.0,5,174.0,Inline,Petrol
NISSAN,Note,1198.0,109.0,170.0,11.5,16000.0,5,150.0,Hybrid (ICE+Electric),Hybrid
NISSAN,Sunny,1598.0,118.0,180.0,11.0,15000.0,5,156.0,Inline,Petrol
NISSAN,Cube,1798.0,122.0,175.0,10.6,14500.0,5,171.0,Inline,Petrol
NISSAN,Juke,999.0,117.0,180.0,10.4,25000.0,5,180.0,Inline,Petrol
NISSAN,Terrano,1461.0,110.0,168.0,13.5,15500.0,5,248.0,Inline,Diesel
NISSAN,Magnite,999.0,100.0,160.0,13.0,12000.0,5,160.0,Inline,Petrol
NISSAN,Xterra,3954.0,261.0,200.0,7.8,35000.0,7,381.0,V-type,Petrol
NISSAN,Patrol,5552.0,400.0,210.0,7.3,77000.0,7,560.0,V-type,Petrol
NISSAN,Gt-R Nismo,3799.0,600.0,330.0,2.9,220000.0,2,652.0,V-type,Petrol
NISSAN,370Z Roadster,3696.0,332.0,250.0,5.5,41820.0,2,366.0,V-type,Petrol
NISSAN,Ariya,,389.0,200.0,5.1,58950.0,5,600.0,Electric Motor,Electric
NISSAN,Patrol Royale,5552.0,400.0,210.0,6.6,85000.0,7,560.0,V-type,Petrol
NISSAN,Infiniti Qx80*,5552.0,400.0,210.0,6.5,70600.0,7,560.0,V-type,Petrol
NISSAN,Tiida,1598.0,126.0,190.0,10.1,14500.0,5,154.0,Inline,Petrol
NISSAN,Pulsar,1197.0,115.0,190.0,10.7,19000.0,5,190.0,Inline,Petrol
NISSAN,Latio,1498.0,102.0,175.0,11.5,13000.0,5,139.0,Inline,Petrol
NISSAN,Bluebird Sylphy,1997.0,133.0,185.0,10.5,18500.0,5,191.0,Inline,Petrol
NISSAN,March,1198.0,79.0,170.0,13.7,12000.0,5,106.0,Inline,Petrol
NISSAN,Rogue Sport,1997.0,141.0,190.0,9.8,24960.0,5,199.0,Inline,Petrol
NISSAN,X-Trail Hybrid,1997.0,179.0,180.0,9.4,28500.0,5,207.0,Hybrid (ICE+Electric),Hybrid
NISSAN,Pathfinder Rock Creek,3498.0,284.0,190.0,7.4,42820.0,7,351.0,V-type,Petrol
NISSAN,Armada Platinum,5552.0,400.0,210.0,6.5,65300.0,8,560.0,V-type,Petrol
NISSAN,Terrano Xl,1598.0,104.0,165.0,12.5,14000.0,5,145.0,Inline,Petrol
NISSAN,Gt-R50 By Italdesign,3799.0,720.0,315.0,2.5,1100000.0,2,780.0,V-type,Petrol
NISSAN,370Z Nismo,3696.0,350.0,250.0,5.2,45790.0,2,374.0,V-type,Petrol
NISSAN,Ariya E-4Orce,,389.0,200.0,5.1,60000.0,5,600.0,Electric Motor,Electric
NISSAN,Patrol Nismo,5552.0,428.0,210.0,6.5,105000.0,7,560.0,V-type,Petrol
NISSAN,Infiniti Q60*,2997.0,300.0,250.0,5.0,41750.0,4,400.0,V-type,Petrol
NISSAN,Primera,1998.0,140.0,200.0,9.6,20000.0,5,190.0,Inline,Petrol
NISSAN,Skyline,2997.0,400.0,250.0,5.0,50000.0,5,475.0,V-type,Petrol
NISSAN,Cedric,1998.0,150.0,190.0,10.5,22000.0,5,190.0,Inline,Petrol
NISSAN,Gloria,2498.0,210.0,210.0,8.6,30000.0,5,250.0,V-type,Petrol
NISSAN,Stanza,1796.0,120.0,175.0,11.0,18500.0,5,170.0,Inline,Petrol
NISSAN,Patrol Super Safari,4750.0,280.0,190.0,8.2,55000.0,7,451.0,Inline,Petrol
NISSAN,Pathfinder Hybrid,2488.0,250.0,190.0,7.7,42500.0,7,329.0,Hybrid (ICE+Electric),Hybrid
NISSAN,X-Terra Pro-4X,2498.0,190.0,175.0,10.8,40000.0,7,240.0,Inline,Petrol
NISSAN,Rogue Platinum,1497.0,201.0,180.0,8.2,38000.0,5,300.0,Inline,Petrol
NISSAN,Qashqai Tekna,1332.0,158.0,190.0,9.2,36000.0,5,270.0,Hybrid (ICE+Electric),Hybrid
NISSAN,Gt-R V-Spec,3799.0,600.0,330.0,2.8,175000.0,2,652.0,V-type,Petrol
NISSAN,Skyline Nismo,2997.0,420.0,270.0,4.7,55000.0,5,475.0,V-type,Petrol
NISSAN,Ariya Lounge Edition,,389.0,200.0,5.1,63000.0,5,600.0,Electric Motor,Electric
NISSAN,Patrol Titanium,5552.0,428.0,210.0,6.5,98000.0,7,560.0,V-type,Petrol
NISSAN,Infiniti Fx50*,5026.0,390.0,250.0,5.6,61750.0,5,500.0,V-type,Petrol
NISSAN,Avenir,1998.0,140.0,180.0,9.8,20000.0,5,186.0,Inline,Petrol
NISSAN,Wingroad,1798.0,125.0,175.0,10.8,18000.0,5,168.0,Inline,Petrol
NISSAN,Presea,1838.0,115.0,170.0,11.5,17500.0,5,161.0,Inline,Petrol
NISSAN,Leopard,2960.0,210.0,200.0,8.4,32000.0,5,265.0,V-type,Petrol
NISSAN,Sunny Nismo Edition,1598.0,190.0,200.0,7.5,24000.0,5,240.0,Inline,Petrol
NISSAN,Paladin,2438.0,150.0,180.0,10.6,20000.0,5,217.0,Inline,Petrol
NISSAN,Hardbody Suv,2498.0,158.0,175.0,11.0,18500.0,5,225.0,Inline,Petrol
NISSAN,Patrol Desert Edition,5552.0,428.0,210.0,6.5,95000.0,7,560.0,V-type,Petrol
NISSAN,Pathfinder Armada,5552.0,400.0,200.0,6.5,60000.0,7,560.0,V-type,Petrol
NISSAN,Rogue Midnight Edition,1497.0,201.0,180.0,8.2,39000.0,5,300.0,Inline,Petrol
NISSAN,Gt-R Black Edition,3799.0,600.0,330.0,2.8,185000.0,2,652.0,V-type,Petrol
NISSAN,Fairlady Z Heritage,2997.0,400.0,250.0,4.2,48000.0,2,475.0,V-type,Petrol
NISSAN,Skyline Gt-R R34,2568.0,276.0,250.0,5.6,70000.0,4,392.0,Inline,Petrol
NISSAN,Ariya Premiere,,389.0,200.0,5.1,67000.0,5,600.0,Electric Motor,Electric
NISSAN,Infiniti Qx55*,1997.0,268.0,230.0,6.5,50000.0,5,380.0,V-type,Petrol
NISSAN,Nv350 Caravan,2488.0,129.0,155.0,12.5,28000.0,8,356.0,Inline,Diesel
NISSAN,Navara,2298.0,190.0,180.0,10.2,32000.0,5,450.0,Inline,Diesel
NISSAN,Titan Xd,5552.0,400.0,195.0,6.9,55000.0,6,560.0,V-type,Petrol
NISSAN,Evalia,1461.0,85.0,140.0,15.0,25000.0,7,200.0,Inline,Diesel
NISSAN,Cabstar,2488.0,130.0,145.0,14.8,27000.0,3,350.0,Inline,Diesel
NISSAN,Cherry,1397.0,67.0,145.0,14.0,14000.0,5,110.0,Inline,Petrol
NISSAN,Laurel,2825.0,94.0,160.0,12.5,22000.0,5,184.0,Inline,Diesel
NISSAN,Silvia,1998.0,247.0,235.0,5.9,45000.0,4,275.0,Inline,Petrol
NISSAN,Nx Coupe,1998.0,140.0,200.0,9.0,22000.0,4,180.0,Inline,Petrol
NISSAN,Ad Wagon,1498.0,105.0,165.0,12.3,16000.0,5,150.0,Inline,Petrol
NISSAN,Patrol Super Safari Y61,4750.0,280.0,190.0,8.2,58000.0,7,451.0,Inline,Petrol
NISSAN,Pathfinder Rock Creek Edition,3498.0,284.0,195.0,7.2,44000.0,7,351.0,V-type,Petrol
NISSAN,Terrano Ii,2664.0,125.0,160.0,12.9,28000.0,5,278.0,Inline,Diesel
NISSAN,Murano Crosscabriolet,3498.0,260.0,195.0,7.6,47000.0,4,325.0,V-type,Petrol
NISSAN,X-Trail Tekna,1497.0,204.0,190.0,8.0,43000.0,5,305.0,Hybrid (ICE+Electric),Hybrid
NISSAN,Gt-R Lm Nismo,3000.0,500.0,320.0,3.0,600000.0,2,650.0,Hybrid (ICE+Electric),Hybrid
NISSAN,Skyline 400R,2997.0,400.0,250.0,4.5,70000.0,5,475.0,V-type,Petrol
NISSAN,Infiniti G37*,3696.0,328.0,250.0,5.5,42000.0,5,365.0,V-type,Petrol
NISSAN,Patrol Black Edition,5552.0,400.0,200.0,6.5,85000.0,7,560.0,V-type,Petrol
NISSAN,Ariya Empower+,,389.0,200.0,5.1,68000.0,5,600.0,Electric Motor,Electric
NISSAN,Datsun 510 (Classic),1595.0,96.0,175.0,10.2,25000.0,4,135.0,Inline,Petrol
NISSAN,200Sx,1998.0,200.0,240.0,7.2,30000.0,4,265.0,Inline,Petrol
NISSAN,300Zx,2960.0,300.0,250.0,5.9,50000.0,4,384.0,V-type,Petrol
NISSAN,R390 Gt1 Road Car,3495.0,550.0,354.0,3.3,1000000.0,2,637.0,V-type,Petrol
NISSAN,Figaro,987.0,76.0,170.0,12.8,20000.0,4,103.0,Inline,Petrol
NISSAN,Hardbody Truck,2389.0,134.0,160.0,10.6,25000.0,5,206.0,Inline,Petrol
NISSAN,Atlas,2999.0,130.0,130.0,18.0,35000.0,3,300.0,Inline,Diesel
NISSAN,Clipper,659.0,48.0,110.0,18.5,10000.0,4,62.0,Inline,Petrol
NISSAN,Nv200,1998.0,131.0,140.0,14.0,28000.0,7,188.0,Inline,Petrol
NISSAN,Violet,1770.0,85.0,155.0,13.8,18000.0,5,130.0,Inline,Petrol
NISSAN,Bluebird Z,1998.0,140.0,190.0,11.0,23000.0,5,180.0,Inline,Petrol
NISSAN,Stanza Wagon,2389.0,138.0,160.0,12.0,22000.0,7,205.0,Inline,Petrol
NISSAN,180Sx,1998.0,205.0,240.0,6.8,35000.0,4,275.0,Inline,Petrol
NISSAN,Sunny California,1597.0,110.0,170.0,11.0,18000.0,5,140.0,Inline,Petrol
NISSAN,Patrol Warrior,5552.0,428.0,205.0,6.3,95000.0,7,580.0,V-type,Petrol
NISSAN,Pathfinder Armada Platinum,5552.0,400.0,190.0,6.8,70000.0,7,560.0,V-type,Petrol
NISSAN,Rogue Sport Sl,1998.0,141.0,190.0,9.0,32000.0,5,195.0,Inline,Petrol
NISSAN,X-Trail Platinum Edition,1497.0,204.0,190.0,8.0,46000.0,5,305.0,Hybrid (ICE+Electric),Hybrid
NISSAN,Qashqai E-Power,1497.0,187.0,200.0,7.5,40000.0,5,330.0,Hybrid (ICE+Electric),Hybrid
NISSAN,Gt-R Egoist,3799.0,565.0,315.0,2.8,220000.0,2,637.0,V-type,Petrol
NISSAN,Infiniti M45*,4494.0,325.0,250.0,5.8,50000.0,5,451.0,V-type,Petrol
