Make,Car_Name,CC_Capacity,Horsepower,Top_Speed_kmh,Acceleration_0_100_sec,Price_USD,Seats,Torque_Nm,Engine_Layout,Fuel_Type_Cleaned
CHEVROLET,Traverse Rs,3600.0,310.0,210.0,7.0,43700.0,7,360.0,V-type,Petrol
CHEVROLET,Blazer Premier,3600.0,308.0,220.0,6.6,45000.0,5,366.0,V-type,Petrol
CHEVROLET,Malibu Lt,1500.0,160.0,210.0,8.5,25800.0,5,250.0,Inline,Petrol
CHEVROLET,Spark Activ,1400.0,98.0,180.0,11.0,17595.0,5,127.0,Inline,Petrol
CHEVROLET,Trax Lt,1200.0,137.0,200.0,9.2,24100.0,5,220.0,Inline,Petrol
CHEVROLET,Equinox Lt,1500.0,170.0,200.0,8.9,28400.0,5,275.0,Inline,Petrol
CHEVROLET,Silverado 3500Hd High Country,6600.0,445.0,160.0,8.5,75700.0,6,1234.0,V-type,Diesel
CHEVROLET,Colorado Wt,2700.0,310.0,190.0,6.9,29200.0,5,583.0,Inline,Petrol
CHEVROLET,Suburban High Country,6200.0,420.0,200.0,7.0,82400.0,8,624.0,V-type,Petrol
CHEVROLET,Silverado Custom,4300.0,285.0,180.0,8.5,33900.0,6,413.0,V-type,Petrol
CHEVROLET,Spark Ls,1400.0,98.0,180.0,10.9,14395.0,5,127.0,Inline,Petrol
CHEVROLET,Traverse Lt,3600.0,310.0,210.0,7.1,37200.0,7,360.0,V-type,Petrol
CHEVROLET,Blazer Lt,2500.0,193.0,200.0,9.0,36100.0,5,255.0,Inline,Petrol
CHEVROLET,Malibu Premier,2000.0,250.0,240.0,5.8,34500.0,5,353.0,Inline,Petrol
CHEVROLET,Equinox Rs,1500.0,170.0,200.0,8.8,31900.0,5,275.0,Inline,Petrol
CHEVROLET,Silverado 1500 Custom,4300.0,285.0,180.0,8.6,34900.0,6,413.0,V-type,Petrol
CHEVROLET,Silverado 2500Hd Ltz,6600.0,445.0,160.0,8.4,56400.0,6,1234.0,V-type,Diesel
CHEVROLET,Tahoe Rst,5300.0,355.0,180.0,7.4,64100.0,7,519.0,V-type,Petrol
CHEVROLET,Suburban Lt,5300.0,355.0,180.0,5.1,64400.0,8,519.0,V-type,Petrol
CHEVROLET,Bolt Ev Premier,,200.0,150.0,6.5,31700.0,5,360.0,Electric Motor,Electric
CHEVROLET,Tahoe Ls,5300.0,355.0,180.0,7.5,56995.0,8,519.0,V-type,Petrol
CHEVROLET,Tahoe Lt,5300.0,355.0,180.0,7.4,62495.0,8,519.0,V-type,Petrol
CHEVROLET,Tahoe Z71,5300.0,355.0,180.0,7.6,66700.0,7,519.0,V-type,Petrol
CHEVROLET,Tahoe Premier,6200.0,420.0,200.0,6.8,71600.0,7,624.0,V-type,Petrol
CHEVROLET,Tahoe High Country,6200.0,420.0,200.0,6.7,76700.0,7,624.0,V-type,Petrol
CHEVROLET,Tahoe Midnight Edition,5300.0,355.0,180.0,7.5,65500.0,8,519.0,V-type,Petrol
CHEVROLET,Tahoe Sport Edition,6200.0,420.0,200.0,6.8,70000.0,7,624.0,V-type,Petrol
GMC,Terrain,1500.0,175.0,190.0,9.5,29900.0,5,275.0,Inline,Petrol
GMC,Acadia,2000.0,228.0,200.0,7.8,36800.0,7,350.0,Inline,Petrol
GMC,Yukon,5300.0,355.0,180.0,7.4,57400.0,8,519.0,V-type,Petrol
GMC,Yukon Xl,6200.0,420.0,200.0,6.9,61100.0,8,624.0,V-type,Petrol
GMC,Canyon,2700.0,310.0,190.0,7.6,36900.0,5,583.0,Inline,Petrol
GMC,Sierra 1500,5300.0,355.0,180.0,7.3,37100.0,6,519.0,V-type,Petrol
GMC,Sierra 2500Hd,6600.0,401.0,175.0,7.5,43900.0,6,629.0,V-type,Diesel
GMC,Sierra 3500Hd,6600.0,445.0,175.0,7.4,49000.0,6,1234.0,V-type,Diesel
GMC,Hummer Ev Pickup,,625.0,170.0,3.0,108700.0,5,1000.0,Electric Motor,Electric
GMC,Hummer Ev Suv,,625.0,170.0,3.5,105600.0,5,1000.0,Electric Motor,Electric
GMC,Yukon Denali,6200.0,420.0,200.0,6.8,72800.0,8,624.0,V-type,Petrol
GMC,Sierra Denali,6200.0,420.0,190.0,6.7,66800.0,6,624.0,V-type,Petrol
GMC,Terrain At4,1500.0,175.0,190.0,9.6,36500.0,5,275.0,Inline,Petrol
GMC,Acadia At4,3600.0,310.0,210.0,7.6,41400.0,6,366.0,V-type,Petrol
GMC,Sierra 1500 At4,5300.0,355.0,180.0,7.4,53800.0,6,519.0,V-type,Petrol
GMC,Sierra 2500Hd Denali,6600.0,401.0,175.0,7.5,72200.0,6,1234.0,V-type,Diesel
GMC,Sierra Elevation,2700.0,310.0,190.0,7.6,45000.0,5,583.0,Inline,Petrol
GMC,Canyon At4,2700.0,310.0,190.0,7.5,43900.0,5,583.0,Inline,Petrol
GMC,Canyon Denali,2700.0,310.0,190.0,7.5,48000.0,5,583.0,Inline,Petrol
GMC,Yukon Xl Denali Ultimate,6200.0,420.0,200.0,6.7,93800.0,8,624.0,V-type,Petrol
GMC,Terrain Denali,1500.0,175.0,190.0,9.5,38600.0,5,275.0,Inline,Petrol
GMC,Acadia Denali,3564.0,310.0,210.0,6.5,54300.0,7,366.0,V-type,Petrol
GMC,Yukon At4,5327.0,355.0,210.0,7.1,71505.0,8,519.0,V-type,Petrol
GMC,Yukon Xl At4,5327.0,355.0,210.0,7.3,73305.0,8,519.0,V-type,Petrol
GMC,Sierra 1500 Elevation,2713.0,310.0,180.0,7.0,52000.0,5,569.0,Inline,Petrol
GMC,Sierra 1500 Slt,5327.0,355.0,180.0,6.8,56000.0,5,519.0,V-type,Petrol
GMC,Sierra 2500Hd At4,6600.0,401.0,170.0,7.5,70000.0,5,629.0,V-type,Petrol
GMC,Sierra 3500Hd At4,6600.0,401.0,170.0,7.7,72000.0,5,629.0,V-type,Petrol
GMC,Canyon Elevation,2488.0,200.0,175.0,8.5,36300.0,5,259.0,Inline,Petrol
GMC,Canyon Denali Black Edition,3564.0,308.0,180.0,6.9,44000.0,5,373.0,V-type,Petrol
GMC,Sierra 1500 Denali Ultimate,6162.0,420.0,200.0,5.8,80000.0,5,624.0,V-type,Petrol
GMC,Yukon Xl Denali Reserve,6162.0,420.0,210.0,6.0,82000.0,7,624.0,V-type,Petrol
GMC,Terrain Elevation Edition,1490.0,170.0,200.0,9.3,28700.0,5,275.0,Inline,Petrol
GMC,Acadia Black Edition,3564.0,310.0,210.0,6.5,45000.0,7,366.0,V-type,Petrol
GMC,Hummer Ev Suv Edition 1,,830.0,170.0,3.5,96550.0,5,15590.0,Electric Motor,Electric
GMC,Hummer Ev Pickup Edition 1,,1000.0,170.0,3.0,96550.0,5,15590.0,Electric Motor,Electric
GMC,Sierra Denali Carbonpro,6162.0,420.0,200.0,5.8,65000.0,5,624.0,V-type,Petrol
GMC,Yukon Denali Performance,6162.0,420.0,210.0,6.0,76805.0,8,624.0,V-type,Petrol
GMC,Sierra 2500Hd Denali Black Edition,6600.0,401.0,170.0,7.5,75000.0,5,629.0,V-type,Petrol
GMC,Canyon At4X,3564.0,308.0,180.0,6.9,50000.0,5,373.0,V-type,Petrol
GMC,Yukon Xl Slt,5327.0,355.0,210.0,7.3,65000.0,8,519.0,V-type,Petrol
GMC,Sierra 1500 Pro,4300.0,285.0,180.0,7.5,37700.0,3,413.0,V-type,Petrol
GMC,Sierra 2500Hd Pro,6600.0,401.0,170.0,7.7,60000.0,3,629.0,V-type,Petrol
GMC,Sierra 3500Hd Pro,6600.0,401.0,170.0,7.8,62000.0,3,629.0,V-type,Petrol
GMC,Terrain Slt,1490.0,170.0,200.0,9.4,31000.0,5,275.0,Inline,Petrol
GMC,Acadia Sle,3564.0,310.0,210.0,6.6,40000.0,7,366.0,V-type,Petrol
GMC,Canyon Slt,2488.0,200.0,175.0,8.6,38000.0,5,259.0,Inline,Petrol
GMC,Yukon Xl Elevation,5327.0,355.0,210.0,7.4,75000.0,8,519.0,V-type,Petrol
GMC,Sierra 1500 At4X,6162.0,420.0,200.0,5.9,82000.0,5,624.0,V-type,Petrol
GMC,Hummer Ev Suv Extreme Off-Road,,830.0,170.0,3.6,110000.0,5,15590.0,Electric Motor,Electric
GMC,Sierra Ev Denali,,754.0,170.0,4.5,108700.0,5,1064.0,Electric Motor,Electric
GMC,Hummer Ev Omega Edition,,1000.0,170.0,3.0,112700.0,5,15590.0,Electric Motor,Electric
GMC,Canyon At4X Edition 1,3564.0,308.0,180.0,6.8,55000.0,5,373.0,V-type,Petrol
GMC,Yukon Denali Ultimate Black,6162.0,420.0,210.0,6.0,90000.0,8,624.0,V-type,Petrol
GMC,Sierra Hd Denali Reserve,6600.0,401.0,170.0,7.5,85000.0,5,629.0,V-type,Petrol
GMC,Acadia Denali Ultimate,3564.0,310.0,210.0,6.5,60000.0,7,366.0,V-type,Petrol
GMC,Terrain All-Terrain Edition,1490.0,170.0,200.0,9.3,35000.0,5,275.0,Inline,Petrol
GMC,Yukon Trailering Edition,5327.0,355.0,210.0,7.5,78000.0,8,519.0,V-type,Petrol
GMC,Hummer Ev Adventure Series,,830.0,170.0,3.6,105000.0,5,15590.0,Electric Motor,Electric
KIA,Rio,1591.0,120.0,180.0,10.3,17000.0,5,151.0,Inline,Petrol
KIA,Rio 5-Door,1591.0,120.0,180.0,10.3,18000.0,5,151.0,Inline,Petrol
KIA,Seltos Nightfall Edition,1591.0,175.0,210.0,7.5,28000.0,5,264.0,Inline,Petrol
PEUGEOT,508 Pse (Peugeot Sport Engineered),1599.0,360.0,250.0,5.2,55000.0,5,520.0,Electric Motor,Hybrid
KIA,Sorento X-Line,2500.0,277.0,220.0,7.0,42000.0,7,421.0,Inline,Petrol
KIA,Telluride Sx,3778.0,291.0,240.0,7.0,50000.0,7,355.0,V-type,Petrol
KIA,Forte Lxs,1999.0,147.0,190.0,9.2,19000.0,5,179.0,Inline,Petrol
KIA,K5 Ex,1591.0,180.0,220.0,7.8,28500.0,5,264.0,Inline,Petrol
KIA,Niro Plug-In Hybrid,1591.0,139.0,180.0,10.5,33000.0,5,265.0,Hybrid (ICE+Electric),Hybrid
KIA,Ev6 Wind,,225.0,190.0,5.2,50000.0,5,350.0,Electric Motor,Electric
KIA,Soul Turbo,1591.0,201.0,200.0,6.5,28000.0,5,264.0,Inline,Petrol
KIA,Seltos Sx,1591.0,175.0,210.0,7.5,28500.0,5,264.0,Inline,Petrol
KIA,Stinger Scorpion Edition,2500.0,300.0,270.0,5.0,55000.0,5,422.0,Inline,Petrol
KIA,Sorento Hybrid Sx Prestige,1591.0,227.0,200.0,7.9,47000.0,7,352.0,Hybrid (ICE+Electric),Hybrid
KIA,Carnival Ex,3500.0,290.0,220.0,8.0,42500.0,8,355.0,V-type,Petrol
KIA,Telluride Nightfall Edition,3778.0,291.0,240.0,7.0,51000.0,7,355.0,V-type,Petrol
PEUGEOT,508 Plug-In Hybrid,1598.0,225.0,210.0,7.5,44000.0,5,360.0,Electric Motor,Hybrid
KIA,Ev6 First Edition,,320.0,230.0,5.0,58000.0,5,450.0,Electric Motor,Electric
KIA,Niro Touring,1591.0,139.0,180.0,10.5,33000.0,5,265.0,Hybrid (ICE+Electric),Hybrid
KIA,Forte Gt-Line,1591.0,201.0,200.0,6.5,25000.0,5,264.0,Inline,Petrol
KIA,Seltos Ex,1999.0,146.0,190.0,9.0,23500.0,5,179.0,Inline,Petrol
PEUGEOT,3008 Plug-In Hybrid,1598.0,225.0,210.0,7.0,42000.0,5,360.0,Electric Motor,Hybrid
KIA,Sorento Lx,2500.0,191.0,210.0,8.5,35500.0,7,246.0,Inline,Petrol
KIA,Telluride Ex,3778.0,291.0,240.0,7.0,44000.0,7,355.0,V-type,Petrol
KIA,Soul Ex,1999.0,147.0,190.0,9.5,22000.0,5,179.0,Inline,Petrol
KIA,Forte Fe,1999.0,147.0,190.0,9.2,18500.0,5,179.0,Inline,Petrol
KIA,K5 Gt-Line,1591.0,180.0,220.0,7.8,29000.0,5,264.0,Inline,Petrol
KIA,Carnival Lxs,3500.0,290.0,220.0,8.0,39500.0,8,355.0,V-type,Petrol
KIA,Ev6 Light,,225.0,190.0,5.2,46000.0,5,350.0,Electric Motor,Electric
KIA,Niro Ex,1591.0,139.0,180.0,10.5,30000.0,5,265.0,Hybrid (ICE+Electric),Hybrid
KIA,Stinger Gt,3300.0,365.0,270.0,4.7,51500.0,5,510.0,V-type,Petrol
KIA,Sorento Sx Prestige,1591.0,227.0,200.0,7.9,48000.0,7,352.0,Hybrid (ICE+Electric),Hybrid
KIA,Telluride Sx Prestige,3778.0,291.0,240.0,7.0,52000.0,7,355.0,V-type,Petrol
PEUGEOT,508 Hybrid4,1598.0,300.0,235.0,6.0,47000.0,5,520.0,Electric Motor,Hybrid
KIA,Ev6 Gt Performance,,577.0,260.0,3.5,65000.0,5,740.0,Electric Motor,Electric
KIA,Niro Sx Touring,1591.0,139.0,180.0,10.5,34500.0,5,265.0,Hybrid (ICE+Electric),Hybrid
KIA,Carnival Sx Prestige,3500.0,290.0,220.0,8.0,47000.0,8,355.0,V-type,Petrol
KIA,Seltos Sx Turbo,1591.0,175.0,210.0,7.5,32000.0,5,264.0,Inline,Petrol
KIA,Forte Ex Premium,1999.0,147.0,190.0,9.2,22500.0,5,179.0,Inline,Petrol
KIA,Soul Ex Designer Edition,1999.0,147.0,190.0,9.5,23500.0,5,179.0,Inline,Petrol
KIA,Rio S,1591.0,120.0,180.0,10.3,17500.0,5,151.0,Inline,Petrol
KIA,Rio 5-Door S,1591.0,120.0,180.0,10.3,18000.0,5,151.0,Inline,Petrol
KIA,Soul S,1999.0,147.0,190.0,9.5,20500.0,5,179.0,Inline,Petrol
KIA,Seltos Lx,1999.0,146.0,190.0,9.2,23000.0,5,179.0,Inline,Petrol
PEUGEOT,3008 Hybrid4,1599.0,300.0,235.0,6.0,45000.0,5,520.0,Electric Motor,Hybrid
KIA,Sorento Hybrid Ex,1591.0,227.0,200.0,7.9,47000.0,7,352.0,Hybrid (ICE+Electric),Hybrid
KIA,Telluride Lx,3778.0,291.0,240.0,7.0,41500.0,7,355.0,V-type,Petrol
KIA,Carnival Mpv Ex,3500.0,290.0,220.0,8.0,43500.0,8,355.0,V-type,Petrol
KIA,Ev6 Awd Gt-Line,,320.0,230.0,5.0,60000.0,5,450.0,Electric Motor,Electric
KIA,Forte Gt Turbo,1591.0,201.0,200.0,6.5,25500.0,5,264.0,Inline,Petrol
KIA,Soul Gt Designer Edition,1999.0,147.0,190.0,9.5,23000.0,5,179.0,Inline,Petrol
KIA,Seltos X-Line Turbo,1591.0,175.0,210.0,7.5,30000.0,5,264.0,Inline,Petrol
PEUGEOT,E-2008 Gt,,136.0,200.0,8.5,40000.0,5,260.0,Electric Motor,Electric
KIA,Telluride Limited Edition,3778.0,291.0,240.0,7.0,53000.0,7,355.0,V-type,Petrol
KIA,Stinger Gt-Line,2500.0,300.0,270.0,5.0,50000.0,5,422.0,Inline,Petrol
KIA,Carnival Special Edition,3500.0,290.0,220.0,8.0,45500.0,8,355.0,V-type,Petrol
KIA,Niro Sx Hybrid,1591.0,139.0,180.0,10.5,36000.0,5,265.0,Hybrid (ICE+Electric),Hybrid
KIA,Ev6 First Edition Awd,,320.0,230.0,5.0,62000.0,5,450.0,Electric Motor,Electric
KIA,Sorento X-Pro Hybrid,1591.0,227.0,200.0,7.8,49000.0,7,352.0,Hybrid (ICE+Electric),Hybrid
KIA,Forte Limited Edition,1999.0,147.0,190.0,9.2,22500.0,5,179.0,Inline,Petrol
BUGATTI,Chiron,7993.0,1500.0,420.0,2.5,3000000.0,2,1600.0,W-type,Petrol
BUGATTI,Chiron Pur Sport,7993.0,1500.0,350.0,2.3,3300000.0,2,1600.0,W-type,Petrol
BUGATTI,Chiron Super Sport,7993.0,1600.0,490.0,2.4,3500000.0,2,1600.0,W-type,Petrol
BUGATTI,Chiron Sport,7993.0,1500.0,420.0,2.4,3300000.0,2,1600.0,W-type,Petrol
BUGATTI,Chiron Noire,7993.0,1500.0,420.0,2.5,3300000.0,2,1600.0,W-type,Petrol
BUGATTI,Divo,7993.0,1500.0,380.0,2.4,5800000.0,2,1600.0,W-type,Petrol
BUGATTI,Centodieci,7993.0,1600.0,380.0,2.4,9000000.0,2,1600.0,W-type,Petrol
BUGATTI,La Voiture Noire,7993.0,1500.0,420.0,2.5,18000000.0,2,1600.0,W-type,Petrol
BUGATTI,Bolide,7993.0,1850.0,500.0,2.2,4500000.0,2,1600.0,W-type,Petrol
BUGATTI,Mistral,7993.0,1600.0,420.0,2.4,5000000.0,2,1600.0,W-type,Petrol
VOLVO,Volvo Fh,13000.0,540.0,120.0,15.0,120000.0,2,2600.0,Inline,Diesel
VOLVO,Volvo Fh16,16100.0,750.0,120.0,14.5,160000.0,2,3500.0,Inline,Diesel
VOLVO,Volvo Fm,12800.0,460.0,110.0,16.0,100000.0,2,2200.0,Inline,Diesel
VOLVO,Volvo Fmx,13000.0,500.0,110.0,16.5,110000.0,2,2500.0,Inline,Diesel
VOLVO,Volvo Vnl,12800.0,500.0,120.0,15.0,125000.0,2,2400.0,Inline,Diesel
VOLVO,Volvo Vnr,12800.0,400.0,110.0,17.0,95000.0,2,1800.0,Inline,Diesel
VOLVO,Volvo Vhd,12800.0,500.0,100.0,18.0,120000.0,2,2500.0,Inline,Diesel
VOLVO,Volvo Fe,7700.0,280.0,90.0,20.0,85000.0,2,1200.0,Inline,Diesel
VOLVO,Volvo Fl,5100.0,180.0,80.0,22.0,75000.0,2,800.0,Inline,Diesel
JAGUAR LAND ROVER,Jaguar F-Type,2995.0,335.0,260.0,5.1,70000.0,2,450.0,V-type,Petrol
JAGUAR LAND ROVER,Jaguar Xe,1999.0,250.0,250.0,6.5,45000.0,5,365.0,Inline,Petrol
JAGUAR LAND ROVER,Jaguar Xf,1999.0,250.0,250.0,6.5,50000.0,5,365.0,Inline,Petrol
JAGUAR LAND ROVER,Jaguar Xj,2995.0,300.0,250.0,6.0,85000.0,5,400.0,V-type,Petrol
JAGUAR LAND ROVER,Jaguar E-Pace,1999.0,200.0,230.0,7.0,50000.0,5,430.0,Inline,Petrol
JAGUAR LAND ROVER,Jaguar I-Pace,,400.0,200.0,4.8,70000.0,5,696.0,Electric Motor,Electric
JAGUAR LAND ROVER,Jaguar F-Pace,1999.0,250340.0,230.0,7.2,5500065000.0,5,365480.0,V-type,Petrol
JAGUAR LAND ROVER,Jaguar X-Type,1998.0,160.0,215.0,9.0,40000.0,5,215.0,Inline,Petrol
JAGUAR LAND ROVER,Jaguar F-Pace R-Dynamic,1999.0,340.0,250.0,5.4,65000.0,5,480.0,V-type,Petrol
JAGUAR LAND ROVER,Jaguar Xe R-Dynamic,1999.0,340.0,250.0,5.4,60000.0,5,450.0,Inline,Petrol
JAGUAR LAND ROVER,Jaguar F-Type Svr,5000.0,575.0,320.0,3.7,120000.0,2,700.0,V-type,Petrol
JAGUAR LAND ROVER,Jaguar I-Pace Electric Performance,,400.0,200.0,4.5,85000.0,5,696.0,Electric Motor,Electric
JAGUAR LAND ROVER,Jaguar F-Pace Svr,5000.0,550.0,283.0,4.0,85000.0,5,700.0,V-type,Petrol
JAGUAR LAND ROVER,Jaguar Xe S,1999.0,340.0,250.0,5.3,55000.0,5,450.0,Inline,Petrol
JAGUAR LAND ROVER,Jaguar Xf R-Dynamic,1999.0,340.0,250.0,5.4,65000.0,5,480.0,V-type,Petrol
JAGUAR LAND ROVER,Jaguar Xj Lwb (Long Wheelbase),2995.0,300.0,250.0,6.0,90000.0,5,400.0,V-type,Petrol
JAGUAR LAND ROVER,Jaguar F-Type Heritage Edition,5000.0,550.0,300.0,3.9,110000.0,2,680.0,V-type,Petrol
JAGUAR LAND ROVER,Jaguar E-Pace S,1999.0,200.0,230.0,7.0,50000.0,5,430.0,Inline,Petrol
JAGUAR LAND ROVER,Jaguar I-Pace Hse,,400.0,200.0,4.5,90000.0,5,696.0,Electric Motor,Electric
JAGUAR LAND ROVER,Jaguar F-Type V8 R,5000.0,550.0,300.0,3.9,100000.0,2,680.0,V-type,Petrol
JAGUAR LAND ROVER,Jaguar F-Type R-Dynamic,1999.0,300.0,250.0,5.1,70000.0,2,400.0,V-type,Petrol
JAGUAR LAND ROVER,Jaguar Xe P300 R-Dynamic,1999.0,300.0,250.0,5.5,55000.0,5,400.0,Inline,Petrol
JAGUAR LAND ROVER,Jaguar Xf Sportbrake,1999.0,250.0,250.0,6.5,60000.0,5,400.0,V-type,Petrol
JAGUAR LAND ROVER,Jaguar I-Pace Ev400 Hse,,400.0,200.0,4.5,85000.0,5,696.0,Electric Motor,Electric
JAGUAR LAND ROVER,Jaguar F-Pace S 30T Awd,1999.0,247.0,225.0,6.4,60000.0,5,365.0,Inline,Petrol
JAGUAR LAND ROVER,Jaguar E-Pace R-Dynamic,1999.0,246.0,230.0,6.8,55000.0,5,430.0,Inline,Petrol
JAGUAR LAND ROVER,Jaguar Xj50,2995.0,300.0,250.0,6.0,80000.0,5,400.0,V-type,Petrol
JAGUAR LAND ROVER,Jaguar F-Type 75Th Anniversary Edition,5000.0,550.0,300.0,3.9,100000.0,2,680.0,V-type,Petrol
JAGUAR LAND ROVER,Jaguar F-Pace S Awd,1999.0,340.0,250.0,5.4,65000.0,5,480.0,V-type,Petrol
JAGUAR LAND ROVER,Jaguar Xe Se,1999.0,250.0,240.0,6.2,50000.0,5,365.0,Inline,Petrol
JAGUAR LAND ROVER,Jaguar F-Type V6 S Convertible,2995.0,380.0,280.0,4.8,80000.0,2,460.0,V-type,Petrol
JAGUAR LAND ROVER,Jaguar Xe R-Sport Awd,1999.0,300.0,250.0,5.5,55000.0,5,400.0,V-type,Petrol
JAGUAR LAND ROVER,Jaguar Xf Portfolio Awd,1999.0,340.0,250.0,5.4,60000.0,5,450.0,V-type,Petrol
JAGUAR LAND ROVER,Jaguar F-Type Coupe R,5000.0,550.0,300.0,3.9,100000.0,2,680.0,V-type,Petrol
JAGUAR LAND ROVER,Jaguar I-Pace First Edition,,400.0,200.0,4.5,85000.0,5,696.0,Electric Motor,Electric
JAGUAR LAND ROVER,Jaguar F-Pace Prestige Awd,1999.0,340.0,250.0,5.4,65000.0,5,480.0,V-type,Petrol
JAGUAR LAND ROVER,Jaguar Xj Supercharged,5000.0,510.0,280.0,4.2,90000.0,5,625.0,V-type,Petrol
JAGUAR LAND ROVER,Jaguar F-Type P450 Awd,5000.0,450.0,290.0,4.0,90000.0,2,600.0,V-type,Petrol
JAGUAR LAND ROVER,Jaguar F-Pace P400E Plug-In Hybrid,1999.0,398.0,220.0,5.1,75000.0,5,640.0,Electric Motor,Hybrid
JAGUAR LAND ROVER,Jaguar F-Type P300 Coupe,1999.0,300.0,250.0,5.5,60000.0,2,400.0,Inline,Petrol
ACURA,Nsx Type S,3493.0,600.0,307.0,2.9,157000.0,2,666.0,Hybrid (ICE+Electric),Hybrid
ACURA,Tlx Pmc Edition,3500.0,290.0,250.0,5.7,62000.0,5,362.0,V-type,Petrol
ACURA,Mdx Advance,3500.0,290.0,190.0,6.0,60000.0,7,362.0,V-type,Petrol
ACURA,Rdx Technology,1500.0,272.0,210.0,6.6,45000.0,5,400.0,Inline,Petrol
ACURA,Ilx Premium,2400.0,201.0,200.0,6.6,30000.0,5,180.0,Inline,Petrol
ACURA,Tlx A-Spec,3500.0,290.0,250.0,5.7,50000.0,5,362.0,V-type,Petrol
ACURA,Rdx Sh-Awd,1500.0,272.0,210.0,6.6,50000.0,5,400.0,Inline,Petrol
ACURA,Mdx Sh-Awd,3500.0,290.0,190.0,6.0,55000.0,7,362.0,V-type,Petrol
ACURA,Rdx Platinum Elite,1500.0,272.0,210.0,6.6,55000.0,5,400.0,Inline,Petrol
ACURA,Tlx A-Spec Sedan,3500.0,290.0,250.0,5.7,50000.0,5,362.0,V-type,Petrol
ACURA,Tlx 2.4L,2400.0,206.0,210.0,6.0,35000.0,5,247.0,Inline,Petrol
ACURA,Mdx Hybrid,3500.0,321.0,190.0,6.0,55000.0,7,335.0,Hybrid (ICE+Electric),Hybrid
ACURA,Rdx Hybrid,1500.0,247.0,210.0,6.6,50000.0,5,400.0,Hybrid (ICE+Electric),Hybrid
ACURA,Ilx Technology Package,2400.0,201.0,200.0,6.6,30000.0,5,180.0,Inline,Petrol
ACURA,Nsx Gt3 (Track Version),3493.0,500.0,300.0,3.0,150000.0,2,600.0,Hybrid (ICE+Electric),Hybrid
ACURA,Rdx Turbo Awd,1500.0,272.0,210.0,6.6,45000.0,5,400.0,Inline,Petrol
ACURA,Tlx 3.5L V6,3500.0,290.0,250.0,5.7,50000.0,5,362.0,V-type,Petrol
ACURA,Ilx Special Edition,2400.0,201.0,200.0,6.6,30000.0,5,180.0,Inline,Petrol
ACURA,Mdx Sh-Awd W/Technology Package,3500.0,290.0,190.0,6.0,55000.0,7,362.0,V-type,Petrol
ACURA,Nsx 3.5L Hybrid Coupe,3493.0,537.0,307.0,2.9,157000.0,2,666.0,Hybrid (ICE+Electric),Hybrid
ACURA,Mdx Elite,3500.0,290.0,190.0,6.0,58000.0,7,362.0,V-type,Petrol
ACURA,Tlx V6 Advance,3500.0,290.0,250.0,5.7,46000.0,5,362.0,V-type,Petrol
ACURA,Nsx Carbon Edition,3493.0,537.0,307.0,2.9,157000.0,2,666.0,Hybrid (ICE+Electric),Hybrid
ACURA,Rdx Turbo Sh-Awd,1500.0,272.0,210.0,6.6,42000.0,5,400.0,Inline,Petrol
ACURA,Ilx Technology Plus,2400.0,201.0,200.0,6.6,28000.0,5,180.0,Inline,Petrol
ACURA,Tlx Type S Pmc Edition,3000.0,355.0,250.0,5.1,54000.0,5,480.0,V-type,Petrol
